cell_id,sector_name,latitude,longitude,band_blue,band_green,band_red,band_nir,band_swir1,band_swir2,ndvi,iron_oxide_index,clay_alteration_index,ferrous_mineral_ratio,lst_celsius,soil_moisture_pct,rainfall_mm,elevation_m,slope_deg,fault_distance_km,ore_grade_pct,is_manganese_reserve
Zone-M011,Balaghat-Bharweli Sector (MP),21.80411689885916,80.30335379898395,0.05106047209098011,0.1087791443229656,0.06852970145968006,0.1712582937653468,0.3059019038468298,0.2004593608083592,0.4284124557478646,1.342101953848402,1.525996973233392,1.170502087221154,36.8483935901094,19.948193308285923,1198.910120472475,356.1357501811933,9.355972282108162,11.098616299424926,22.896840199687418,0
Zone-M012,Balaghat-Bharweli Sector (MP),21.993981970432397,80.25456075907266,0.08938340039983235,0.10308738457358965,0.07236455160755735,0.3672752243527052,0.2471009261349827,0.1425944969147092,0.670799181675095,0.8095881527856966,1.7328802906222307,0.3882486462771189,35.78193169038172,21.807479348939925,1063.0421418192861,392.2535324205476,7.597503164158999,10.67585358991859,22.972506015623622,0
Zone-M013,Balaghat-Bharweli Sector (MP),21.966488528160085,80.38318212083851,0.08720296698433067,0.11733142175729608,0.16070021983746027,0.2700092133373412,0.24254281782924259,0.33436126931063065,0.2537876612232387,1.8428085945486385,0.7253893159934097,1.238328229061808,33.56925678512727,25.018619929435925,996.5757425405681,413.78671604311177,14.428841894469178,14.094856595741268,25.174711200827232,0
Zone-M014,Balaghat-Bharweli Sector (MP),21.842467822135657,80.36651597237511,0.041971340568425296,0.061093954960581696,0.07887228800019867,0.2808153218773946,0.2582910501485684,0.30413379451887784,0.5614385007796598,1.8791491475586724,0.84926504564257,1.0830346059858436,39.21328544507845,24.13373180238748,1107.1495104379605,324.2353036074013,6.71649603119806,11.998850832486383,23.64822673752488,0
Zone-M015,Balaghat-Bharweli Sector (MP),21.83636499344142,80.16130466752655,0.07527875862578443,0.07174667914101276,0.11916167241262215,0.31342956688261325,0.31408805800610684,0.3066321479263404,0.4490785474711376,1.5829178332647778,1.0243121467140182,0.9783096491708195,32.23767006917481,16.36838301547026,1081.266083900101,406.6271982098808,10.774497286128547,14.46242794048456,22.875414459306054,0
Zone-M016,Balaghat-Bharweli Sector (MP),21.836680901970688,80.15659174362432,0.08626241587078329,0.060453772498688524,0.1053576776746732,0.3861123673934681,0.24710581488100788,0.32459924141492863,0.5712537748380863,1.221348315634658,0.7612619565650246,0.8406837701740235,39.527070609539805,24.26691660816239,1042.7002944197397,344.8917059527989,7.835103111591452,14.904544727514537,23.682878896541155,0
Zone-M017,Balaghat-Bharweli Sector (MP),21.86084844859191,80.24411584171952,0.04902876725636668,0.09884848284927618,0.11407930575027707,0.1431933988842564,0.37026386135937317,0.16529153869760063,0.11316388970002567,2.3267356166261117,2.240051875764117,1.1543156714614606,34.561963622700816,19.15409159368949,1105.9697235281049,431.02138913662316,16.818139120395646,5.53518972274449,26.148887225285407,1
Zone-M018,Balaghat-Bharweli Sector (MP),21.904951286326448,80.35263833269546,0.06839726152763147,0.11388183293699922,0.16795674340678135,0.2640823117863859,0.2809914494443528,0.2189866060390598,0.22249226020635135,2.455570355964827,1.2831385964109476,0.8292330346727691,34.88448269975889,20.393988853943924,1159.3204517797426,354.7765122900679,22.525156526826947,8.635361938387375,25.172193146480602,0
Zone-M019,Balaghat-Bharweli Sector (MP),21.886389003728425,80.39681903232874,0.08577441487940209,0.07460893779457796,0.06394331879290036,0.32658489794718015,0.18880672636648346,0.13640461685535415,0.6725273498015457,0.745473733735977,1.3841565378256817,0.417668422650066,31.78967144465285,21.138513449247128,1119.2569150745746,415.79068287727193,6.4154796977910635,13.60605375905363,21.656721757581575,0
Zone-M020,Balaghat-Bharweli Sector (MP),21.85824582803961,80.18760422277589,0.041697298929289944,0.1156220726877784,0.138373397895134,0.32887921798226405,0.3609778286029831,0.17401624068948088,0.40771395579123043,3.3184422733834116,2.0743796831436816,0.5291173843081839,35.47361507916581,19.86337480322504,1144.558485814899,434.982895342862,3.963430178777691,10.751215417155409,27.900818859044335,1
Zone-M021,Balaghat-Bharweli Sector (MP),21.922370578944477,80.29853267883804,0.074871013362342,0.06361604341737365,0.1873561147961504,0.29599542031665016,0.27848986872164205,0.20694937960707566,0.22476204763288654,2.5023517651307605,1.3456842613692912,0.6991617648135271,41.92421176728571,23.628557285162277,1265.0726158812338,436.42536994817414,13.88618373586245,3.604048427148811,25.62789581945343,1
Zone-M022,Balaghat-Bharweli Sector (MP),21.82789877213041,80.24522271415776,0.054867450368627536,0.11606616160833086,0.1305489524738598,0.18197570738905772,0.2873972868939448,0.23727840055797028,0.16455210409844465,2.379308174311126,1.2112188677909699,1.3038943497899438,39.31913449299842,19.772082931297433,1092.569691075395,403.30398253466416,13.592925163233367,8.65890631910209,25.286681623437754,0
Zone-M023,Balaghat-Bharweli Sector (MP),21.858428929707046,80.39247859945365,0.08621980976882651,0.08109736123437807,0.16433479753415298,0.23380001847238285,0.3302207465620631,0.17939546491872457,0.17447619165488376,1.9059760395983767,1.8407316259641424,0.7672997581056954,40.32722352893916,16.393382815416036,1142.2678907715735,378.64699098017104,13.99604267062752,13.832477436189352,24.27302723612617,0
Zone-M024,Balaghat-Bharweli Sector (MP),21.87327236865874,80.36052973078394,0.08855291225826839,0.066085249706953,0.07239165508776024,0.23946246471400706,0.259751492876799,0.15217310255924316,0.5357321365525327,0.817486808224003,1.7069362559616523,0.6354752393689141,39.15896198007258,18.761551739491324,1079.2629309920692,368.59351880301455,11.099860493132086,9.946554557342308,22.390577116575876,0
Zone-M025,Balaghat-Bharweli Sector (MP),21.89121399684341,80.3595821761778,0.08721332445567169,0.08915230555117953,0.11357685493774781,0.34504958609973707,0.1980338805929247,0.16836530131196578,0.5047075478919508,1.302272942508147,1.176208534901458,0.48794382068749687,33.53792278731091,20.9638198832829,1052.2912224090421,451.09810052039717,12.397570693040045,9.439137680992804,21.896949100406868,0
Zone-M026,Balaghat-Bharweli Sector (MP),21.957035192278603,80.26717328994874,0.06371071083287319,0.07540659406323047,0.10236869347812828,0.2089002310238085,0.2835045137575524,0.17515302963160478,0.34224809131862455,1.6067484633501528,1.6186011498213164,0.8384490066104138,36.74234463263776,24.541725489957937,1073.2073877265784,368.64612672390615,15.737658970487223,6.390236883549022,24.311419693583616,0
Zone-M027,Balaghat-Bharweli Sector (MP),21.839934756431674,80.25370487558442,0.08310213254946566,0.07709237411771537,0.15257220643355893,0.1950781508710429,0.4115869745910471,0.3540043160549272,0.12226601031285933,1.8359380898517037,1.162657609715628,1.814670170924323,35.043855070943174,22.19418871122747,1081.6993142782649,354.0446872571752,18.976706486078484,7.073858358787929,25.040688823962423,0
Zone-M028,Balaghat-Bharweli Sector (MP),21.902846887682724,80.21835176798268,0.08222746992675352,0.07843739789557719,0.18191916514087572,0.37142514827125733,0.3455518817510256,0.3102020248571857,0.34247327760276347,2.2123622791829094,1.1139539400368974,0.8351647462112471,42.575130979030924,16.200210366393964,1148.75806380377,423.39829703163826,4.142874963302874,6.295889236336075,23.693283575036084,0
Zone-M029,Balaghat-Bharweli Sector (MP),21.918482913772408,80.16409387416273,0.05595502366216278,0.1081815538699598,0.0911363652781805,0.16145829497233133,0.33027632101208415,0.3361600274960675,0.2783972203814153,1.6287141100021822,0.982494382148293,2.0820109957353274,32.844684410252974,30.64895382578424,1307.9260629360606,357.1971687590595,11.18874747758775,12.480362806256526,25.57025619860747,1
Zone-M030,Balaghat-Bharweli Sector (MP),21.809290082544,80.36618059406376,0.08144577370753386,0.09234967660051527,0.13275352490191764,0.4022060953800436,0.31701353281619604,0.21617268076332485,0.503686739289531,1.6299420941905016,1.4664760839376856,0.5374661045177841,39.99148741204344,21.979669369934975,1062.7165250979328,349.55348321919354,13.932589468886873,14.276425366630443,23.062029632616124,0
Zone-M031,Balaghat-Bharweli Sector (MP),21.921508970380287,80.35322525228253,0.041850381735774635,0.07867846194936022,0.09007675643914556,0.3131794847888563,0.23234022563181875,0.19415589626981794,0.5532516357804679,2.1523006577856374,1.1966622360348087,0.6199488975205982,40.588219892226626,25.272961268438642,1086.669975550763,335.05604129811127,8.873000823792252,9.005258293474334,23.323047764669816,0
Zone-M032,Balaghat-Bharweli Sector (MP),21.83410482473746,80.39992941832153,0.06981349392410265,0.0966200269986551,0.12156902462497586,0.36382031727243,0.264982181987722,0.29251335730579886,0.49908552300502385,1.7413149876462195,0.9058775248789095,0.8040027986781335,43.1542864357742,20.454872603481206,1114.9501589511,367.25149405704843,21.4064638886044,15.677952817039982,22.966080562821503,0
Zone-M033,Balaghat-Bharweli Sector (MP),21.81301031859706,80.39915920926848,0.051500441864385155,0.10296904045339161,0.10939623959628497,0.2373267894261776,0.3394434857446992,0.1868304608780747,0.36896937945308844,2.124139356803831,1.8168432883272179,0.7872253870050459,35.235190210642195,23.297070372765,1151.6639078967798,382.54596528653786,9.492043883701754,16.82765634805868,25.04363640267817,0
Zone-M034,Balaghat-Bharweli Sector (MP),21.989777107450667,80.28885792640067,0.04602834428886394,0.07635744004401201,0.1733378670224259,0.15716801741936348,0.20615032796314026,0.1954154475884989,-0.048924395721355506,3.7658122161075887,1.0549282340719057,1.2433458629259293,39.80651001956711,23.71614594177794,1141.0840649563827,401.21576564049775,13.106919026000133,10.083280046393327,26.602391446107987,1
Zone-M035,Balaghat-Bharweli Sector (MP),21.993126406614913,80.34224685379513,0.04384766008146046,0.08481294609152108,0.12951195019534653,0.3369703641367908,0.23905403889810423,0.17378442864344623,0.44472847702701185,2.953612492485378,1.3755700967804898,0.5157246197718446,44.99169744378477,25.615383827143503,1222.7276635158494,426.854014911094,15.78602650011027,12.750352604714054,25.631710381610354,1
Zone-M036,Balaghat-Bharweli Sector (MP),21.96167946962329,80.38619143247061,0.07481443879390698,0.06731316560021686,0.09941679407913583,0.36264095424082493,0.23549558124631784,0.14827734287858615,0.569676823821145,1.3288272538639765,1.5881994408256048,0.4088808289956365,34.715941582698925,25.132363906554325,925.8886343571834,408.7556821513418,9.921263507957388,14.113985714427299,22.217883785776827,0
Zone-M037,Balaghat-Bharweli Sector (MP),21.860922753834675,80.36241184766936,0.056993748188403304,0.07086896097208081,0.07809724718573301,0.33283953431194807,0.280457775042857,0.1844059529501971,0.6199047607591481,1.3702533947088027,1.5208633435779422,0.5540369454441698,31.87109600148157,23.93411691548588,929.0456103843462,383.24780881151503,4.01087162882274,10.628133945438629,24.058534042495758,0
Zone-M038,Balaghat-Bharweli Sector (MP),21.819534422801276,80.2118370254358,0.07623833857643808,0.10086707123789897,0.08109428238113806,0.19115265899972886,0.40439907285729304,0.20419318086078675,0.40425788367898935,1.0636802980633466,1.9804632588085347,1.068214869279988,30.576535378946446,19.29393995319404,1080.3297462391881,382.19216479901786,11.013297863040952,11.354746868928812,24.27216450147039,0
Zone-M039,Balaghat-Bharweli Sector (MP),21.93684660530243,80.26263603382753,0.04326781703994712,0.07088630086173761,0.10401655826059168,0.3140519877961433,0.22398897766919068,0.30089577853078114,0.5023935168601071,2.403961221416346,0.7444047050383329,0.9581051294633672,40.833027778291125,16.789846235580175,1207.7840150034967,420.86848593277637,19.485738456911665,4.314088909155011,24.303691803639065,0
Zone-M040,Balaghat-Bharweli Sector (MP),21.88803049874792,80.18228985378788,0.055764516891530516,0.09150980302002361,0.09354963244556315,0.33903218818882525,0.3011878281037976,0.142462204744914,0.5674810557276841,1.677553399666796,2.114144691908948,0.42020135405023945,30.684438247645385,21.736100071483754,994.7481574715523,442.06311630583406,11.590988341924735,10.376238304203897,23.824757087163313,0
Zone-M041,Balaghat-Bharweli Sector (MP),21.824407646968957,80.38851275681469,0.06697456461876686,0.10254277570334595,0.15347089549704274,0.3222047171455851,0.21106013513184352,0.16413715916850707,0.354723812699429,2.2914460873994558,1.2858687839624516,0.5094172773301335,35.489133645478674,24.74219937591252,879.3894128244995,391.9847583734903,8.560078823466512,15.138117083770071,24.154008859986526,0
Zone-M042,Balaghat-Bharweli Sector (MP),21.899035382022255,80.30154365861273,0.07953615824194818,0.06641261538568463,0.1452441544017068,0.3102523875659342,0.4402749008254993,0.3383025667073011,0.3622593273531864,1.826116969880683,1.301419624719545,1.0904073259648324,40.21136796988669,17.758152427830666,1165.6943524975368,384.69151921502396,19.30913286276393,2.948291016356329,25.074001035976796,0
Zone-M043,Balaghat-Bharweli Sector (MP),21.806877704223044,80.20716070137587,0.0559376251466035,0.0940387331777342,0.12009895848267038,0.3629796123522716,0.2011117225502969,0.1548695480051117,0.5027756678880307,2.146977301782373,1.2985795242595704,0.4266606610239868,37.65019103742391,25.008092039708536,1139.4925778962172,349.05353071862123,11.348202178403943,12.788593402175989,23.843825592536177,0
Zone-M044,Balaghat-Bharweli Sector (MP),21.981864080415757,80.31792517110146,0.07129456882185045,0.07539376702208182,0.07875375280717203,0.30145830437449705,0.2750865843462822,0.20441445065775934,0.5857362006926419,1.1046093622446256,1.345723053033028,0.6780830702236984,38.77939117676925,26.197549291788906,1032.7833274560455,333.4822132546016,10.739530083873563,10.260326279768828,22.441425099159524,0
Zone-M045,Balaghat-Bharweli Sector (MP),21.851755996320005,80.30453206011448,0.08429888741180935,0.11777561251425478,0.16863300042323487,0.16283691670504777,0.36774881482155347,0.33345670428742546,-0.01748594950169929,2.0003941357531576,1.102834962555163,2.047782918344648,38.69942522768675,15.93295290822662,1041.1568319423257,423.46313079009883,14.668691180700309,6.278741727738682,26.01070977358767,1
Zone-M046,Balaghat-Bharweli Sector (MP),21.932504456870795,80.23954067950821,0.07079315940911522,0.08901273880319548,0.1558925418317774,0.2548179247539799,0.36481345540400073,0.1815729117134769,0.24086345517588983,2.202053716477989,2.0091733000700858,0.7125566199165944,42.58666782490441,16.014020336930464,1042.420502429226,421.5872188807732,17.96438852640147,5.339438211832459,25.406366390834947,0
Zone-M047,Balaghat-Bharweli Sector (MP),21.862342215217883,80.17838939804992,0.051647973737681686,0.10835955298650948,0.07167843951837838,0.17585996878618007,0.2756974259043608,0.14382495931288256,0.4208684588096884,1.387799879285573,1.916882231980124,0.817833316315638,33.80568624416447,20.015007793440834,1128.8428253979152,413.05898480083124,25.047361235412986,11.509644094230538,23.86987422754075,0
Zone-M048,Balaghat-Bharweli Sector (MP),21.904013604235562,80.31789329889821,0.041220039077826905,0.0930135925293757,0.15575740727059337,0.23317745292727327,0.2854916517797628,0.25681034275317627,0.19905607474017273,3.7785900296331056,1.1116785135699847,1.1013467991112953,35.862160741420645,20.4408960152249,1069.8947779053594,394.38050474864093,18.36782426431262,4.781954346400952,26.41840426244131,1
Zone-M049,Balaghat-Bharweli Sector (MP),21.909342055868656,80.28007692522596,0.08350494369504649,0.06260475197128915,0.14977971480530228,0.21372073995397273,0.3214318688623826,0.23851521209697818,0.1759030790977569,1.793641364646803,1.3476311150358693,1.1160081896598117,36.49493281336101,15.902680855170676,1159.5251135180415,464.27074746399785,20.998440703750617,1.1802029135901202,25.57528788417414,1
Zone-M050,Balaghat-Bharweli Sector (MP),21.836970891105107,80.34307959793392,0.04106347054251936,0.09798908253564134,0.07505798648661934,0.17013324506650002,0.2429199374354345,0.25287259740450063,0.3877580377552999,1.827808455703869,0.9606378045346344,1.486312160762584,40.19112721787704,25.801990870021204,891.6298669676487,371.88299913473895,10.755624881418623,10.29820422436329,24.541923987763607,0
Zone-M051,Balaghat-Bharweli Sector (MP),21.993916925552913,80.280040875278,0.08373508363420996,0.11708420053239942,0.11625537840744762,0.23836923560980236,0.22891119158115475,0.30535323001709624,0.344345846367473,1.3883546180078579,0.7496578369598431,1.2810040198011172,40.418779686526356,22.112036662144263,1051.451850789776,429.300384975795,8.138044097296252,10.439784170715914,22.655021655083562,0
Zone-M052,Balaghat-Bharweli Sector (MP),21.955026564672224,80.36304537507964,0.0664468567013606,0.09609670920877987,0.11753006018491868,0.18389799394893394,0.28952606763977173,0.15575691087470783,0.22017762672122476,1.7687562250975075,1.8588209485723486,0.8469698910803136,38.71636610566386,20.736441332901606,1029.915683127116,388.39971222084773,13.448734236144697,11.52472481697408,25.878349259515478,1
Zone-M053,Balaghat-Bharweli Sector (MP),21.987899788312838,80.28797670969362,0.0869533849256448,0.10915133156560741,0.08501875673195436,0.34712275869982284,0.24532987852353771,0.2579642017671319,0.6065221370454283,0.9777397287630105,0.9510192725335093,0.7431476391398719,41.48491241923427,14.578006173126486,1099.4927457302006,367.4144595326223,13.878534161417502,9.86262813941218,21.942750653814556,0
Zone-M054,Balaghat-Bharweli Sector (MP),21.97896547008553,80.29023449288385,0.07993916178868327,0.11305238780090446,0.1724568487891498,0.37795704204088304,0.252976288164605,0.24438602200018378,0.3733550757353898,2.1573242401613912,1.0351461632214445,0.6465956397714353,33.35126117371217,14.893731472378096,1076.956179320789,416.60224912609357,8.081840502706513,8.926798630129715,23.382791106181052,0
Zone-M055,Balaghat-Bharweli Sector (MP),21.919579995762216,80.36916340066459,0.08989670552666687,0.07368478631693595,0.1589702142683129,0.17259927661320112,0.33199974141002825,0.15954859505269606,0.041104569675829636,1.7683456250299587,2.0808560579572473,0.924382035668726,43.073118262864185,21.576744660583216,1183.8275023916613,407.2164911311678,12.361361222915143,10.675708704824897,25.810756704295123,1
Zone-M056,Balaghat-Bharweli Sector (MP),21.984374847004624,80.25087071655311,0.05753559077258551,0.0727226903944936,0.1405813008062585,0.38204549982991787,0.40674127369108837,0.2678595854764779,0.4620194309023238,2.4433373426991674,1.518481238916004,0.7011177581674627,42.69044267199743,11.770733125375,971.2530582671955,406.1711009607167,15.35569550460018,9.741056140801676,25.356834669444083,0
Zone-M057,Balaghat-Bharweli Sector (MP),21.817698500410383,80.18350380711267,0.07835941444655634,0.0966588593310595,0.11233285924888546,0.28704982777870897,0.3117972512062936,0.18086551749924334,0.4374664619633096,1.4335409025369454,1.7239080815917076,0.6300818530949328,39.493104793465605,24.90251488469442,1123.6393181064602,391.28738015942105,14.720394778195894,13.6602582592087,23.796109820270708,0
Zone-M058,Balaghat-Bharweli Sector (MP),21.83919657248383,80.15719566907833,0.060096545680462105,0.08466170818840228,0.10562502057324241,0.23536646511061535,0.1883668994228352,0.2259190098777864,0.380481828733491,1.7575596370415743,0.8337769616986741,0.9598565790374278,43.06276106061443,20.33430352261607,1164.6669138569364,385.7158444305893,15.347904146837081,14.715317006259223,23.03075893802775,0
Zone-M059,Balaghat-Bharweli Sector (MP),21.80904545778211,80.33878431391841,0.06399378101519544,0.11039167817200321,0.13471943132460734,0.17746713816547544,0.19360893106244015,0.1417021412293579,0.136929561002992,2.1051627833935154,1.3662995003693572,0.7984652495606367,31.25080676816798,33.661136884578696,1268.5317949249563,484.7135246714192,14.503811645727406,12.33107960307679,24.853748208819425,0
Zone-M060,Balaghat-Bharweli Sector (MP),21.865066066152654,80.30507738783837,0.0713752731609185,0.11400138740388066,0.1369742259009425,0.25698707191100767,0.42278078132684593,0.24966658906612627,0.3046302823305972,1.9190442402636063,1.69337471038289,0.9715104176219637,36.32256914437534,28.533992975846154,1081.458722312522,446.25396999417495,11.62309432494435,5.116882080484654,25.008018880271905,0
Zone-M061,Balaghat-Bharweli Sector (MP),21.877735457937895,80.32601994202481,0.08368385570931694,0.08120528275816308,0.08110851142973685,0.33187017902541266,0.2668938213361456,0.2110872085783334,0.6072009674841603,0.9692137333841008,1.2643710566954909,0.6360516426832282,35.367115470231525,18.84835674473699,1145.9566883482014,425.8940046473311,11.371174449374138,6.178966639762788,22.662244079875805,0
Zone-M062,Balaghat-Bharweli Sector (MP),21.85426980635478,80.20324104037724,0.08920417345996476,0.07421223353846892,0.1238743051237235,0.3217023325296283,0.20617343431694335,0.3124220912269545,0.4439810499642041,1.388644854542189,0.6599174008145644,0.9711496886597561,39.92509873386967,19.824750613976043,975.6909765950109,396.7212759594264,7.40516411074958,9.4451796705826,21.445401761727844,0
Zone-M063,Balaghat-Bharweli Sector (MP),21.965747501830386,80.1840928688967,0.07841367069322591,0.10683153091463171,0.15165757896389365,0.17132915304210358,0.3136866171811504,0.13585104586232738,0.06090501938273208,1.9340459842930264,2.3090312346053348,0.7929196551230688,33.360761896854996,24.68700794917999,928.6435036549581,429.35351477166364,21.96012968138798,12.453210894515877,25.413683352917538,0
Zone-M064,Balaghat-Bharweli Sector (MP),21.871350665338717,80.15363616641697,0.06088833910836669,0.07648836213288816,0.11179037398415204,0.1794580605707182,0.3159871939037345,0.2123867778893086,0.2323358556557741,1.8359597200619169,1.4877842644430292,1.183483169999181,39.55315201856013,27.685291694823487,1187.581950062536,408.6115822695987,12.969170818975396,13.841644134265595,25.728268400852674,1
Zone-M065,Balaghat-Bharweli Sector (MP),21.856186901937477,80.23764688970165,0.0610678501138535,0.1093568591108207,0.0794652506771585,0.23868954439793055,0.3466561629196762,0.24360496217205652,0.5004601399235649,1.3012403300374533,1.4230200272144256,1.020589076062992,42.69687867568362,13.072881055637035,1119.5551765081543,397.6732091132937,12.775736892720857,6.390788162928924,23.20152184813775,0
Zone-M066,Balaghat-Bharweli Sector (MP),21.90853921663165,80.29747942171366,0.07687911507944457,0.08542429521892576,0.17094871207063844,0.1957367423500747,0.28041868668402403,0.3215259350349167,0.0676000707978049,2.2235751324511868,0.8721467974481564,1.6426363723960362,41.18985896136558,11.408687124741775,1214.281015183874,391.97810408623974,10.112688403809289,2.6691810235681537,25.313679535910317,0
Zone-M067,Balaghat-Bharweli Sector (MP),21.828184844994954,80.24806101127494,0.051938857288415116,0.10005299395748823,0.09135702844075606,0.20504101768417327,0.191889482180927,0.2609158888502844,0.3835504558118602,1.7589002590720002,0.7354429336731603,1.2724996164063005,38.529689575279164,17.591159537202586,1010.12776888242,390.20821517755166,28.2148505041028,8.5138704794794,23.46941279117491,0
Zone-M068,Balaghat-Bharweli Sector (MP),21.960439396150807,80.25936873050594,0.045523705656569734,0.0657321188300801,0.1009527068146305,0.2114340157749773,0.416962364928421,0.28729466114122304,0.35366725697312085,2.217536727775897,1.4513354057354142,1.3587846842122897,34.34279650500307,22.080508835000835,1161.5921711623002,268.93606104874016,8.43371303704122,6.929509786111964,24.975142002921014,0
Zone-M069,Balaghat-Bharweli Sector (MP),21.814910128735956,80.37603967362344,0.05773110788203883,0.09743155948059437,0.07850307888307338,0.356219250382419,0.22847616051999525,0.2896445268533238,0.6388342948343128,1.3597819612523911,0.7888130122433942,0.8131051689014788,33.86685201900289,22.948956361478306,1269.5054272435082,395.69379957577024,10.6865907724113,14.662634413427288,20.934436460442015,0
Zone-M070,Balaghat-Bharweli Sector (MP),21.997377387320103,80.23706386675583,0.054361949582704086,0.08710606072423374,0.10043029980669282,0.38044410459831995,0.3336993315937421,0.31507661101229206,0.5823001181316152,1.8474034352000164,1.0591020114746381,0.8281789072958503,41.50219758220458,24.868421552852592,1153.5764486685812,370.3356066651653,15.207715595096552,11.600166919180863,23.40043958706211,0
Zone-M071,Balaghat-Bharweli Sector (MP),21.95444895385933,80.27849737228996,0.0548154060227995,0.09519650779052843,0.157800566071269,0.2379320059737853,0.36164067096314145,0.21325683008087798,0.2024883546988865,2.8787105452633255,1.6957908219641422,0.8962893954459346,40.69235354931019,14.745419841986852,1142.1265204472838,460.89733024317877,16.965696864362922,6.056288768915412,26.727954098089455,1
Zone-M072,Balaghat-Bharweli Sector (MP),21.839743136306836,80.34591325318529,0.051680387552495495,0.0700808524646918,0.12315073702799634,0.37183737253969806,0.3223382908934082,0.24719792164867244,0.5024082968792902,2.3828837200414883,1.303963175662742,0.6647993857123533,37.14489508078365,11.13359529986817,1120.6844864659479,391.98656757026447,18.07112367468348,10.329311404174028,24.60224556238353,0
