cell_id,sector_name,latitude,longitude,band_blue,band_green,band_red,band_nir,band_swir1,band_swir2,ndvi,iron_oxide_index,clay_alteration_index,ferrous_mineral_ratio,lst_celsius,soil_moisture_pct,rainfall_mm,elevation_m,slope_deg,fault_distance_km,ore_grade_pct,is_manganese_reserve,prithvi_emb_01,prithvi_emb_02,prithvi_emb_03,prithvi_emb_04,prithvi_emb_05,prithvi_emb_06,prithvi_emb_07,prithvi_emb_08,prithvi_emb_09,prithvi_emb_10,prithvi_emb_11,prithvi_emb_12,prithvi_emb_13,prithvi_emb_14,prithvi_emb_15,prithvi_emb_16,prithvi_emb_17,prithvi_emb_18,prithvi_emb_19,prithvi_emb_20,prithvi_emb_21,prithvi_emb_22,prithvi_emb_23,prithvi_emb_24,prithvi_emb_25,prithvi_emb_26,prithvi_emb_27,prithvi_emb_28,prithvi_emb_29,prithvi_emb_30,prithvi_emb_31,prithvi_emb_32
Zone-M011,Balaghat-Bharweli Sector (MP),21.80411689885916,80.30335379898395,0.0510604720909801,0.1087791443229656,0.06852970145968,0.1712582937653468,0.3059019038468298,0.2004593608083592,0.4284124557478646,1.342101953848402,1.525996973233392,1.170502087221154,36.8483935901094,19.948193308285923,1198.910120472475,356.1357501811933,9.355972282108162,11.098616299424926,22.896840199687414,0,-0.419323,-0.9027243,1.2136428,0.9859834,-0.36697724,-0.4352407,-0.41328427,0.5970957,0.20615113,-0.45330656,2.1981428,0.9233472,-0.26510036,-0.9903348,0.038878735,-0.53778875,0.119854875,0.35507697,-0.34112698,-0.1878396,0.9995179,-2.0399344,0.30326295,1.7968742,-0.06959648,-1.5319539,-1.1691365,-0.9237134,1.3673774,1.3804313,0.34931427,-1.7875707
Zone-M012,Balaghat-Bharweli Sector (MP),21.9939819704324,80.25456075907266,0.0893834003998323,0.1030873845735896,0.0723645516075573,0.3672752243527052,0.2471009261349827,0.1425944969147092,0.670799181675095,0.8095881527856966,1.7328802906222307,0.3882486462771189,35.78193169038172,21.807479348939925,1063.042141819286,392.2535324205476,7.597503164158999,10.67585358991859,22.972506015623622,0,0.30162632,-0.6889698,0.55853903,1.0402102,-0.4044777,0.007089165,-0.6031221,0.6188828,0.3756138,-0.60969454,2.0614295,0.6137257,-0.218262,-1.2125946,-0.0875338,-0.25401214,-0.1169238,0.6353121,-0.1622809,-0.6614299,1.6103191,-2.317845,0.07916076,1.9499815,0.41971552,-1.4120224,-0.6348246,-1.2440414,1.2354069,0.8540677,0.099544115,-1.8325894
Zone-M013,Balaghat-Bharweli Sector (MP),21.966488528160085,80.38318212083851,0.0872029669843306,0.117331421757296,0.1607002198374602,0.2700092133373412,0.2425428178292425,0.3343612693106306,0.2537876612232387,1.8428085945486383,0.7253893159934097,1.238328229061808,33.56925678512727,25.018619929435925,996.575742540568,413.78671604311177,14.428841894469178,14.094856595741268,25.174711200827232,0,-0.37406135,-0.75325334,0.9915465,1.226404,-0.4315818,-0.536311,-0.42152333,0.62758654,0.43063426,-0.08628215,1.9136828,0.80749285,-0.35401618,-1.0711374,0.18686649,-0.4424933,0.20694718,0.49721593,-0.30372882,-0.17315264,1.4267676,-2.379909,0.35216364,1.6978456,0.20457593,-1.6709226,-1.0750479,-0.8523099,0.8665191,1.1025496,0.34382126,-1.9568892
Zone-M014,Balaghat-Bharweli Sector (MP),21.842467822135657,80.36651597237511,0.0419713405684252,0.0610939549605816,0.0788722880001986,0.2808153218773946,0.2582910501485684,0.3041337945188778,0.5614385007796598,1.8791491475586724,0.84926504564257,1.0830346059858436,39.21328544507845,24.13373180238748,1107.1495104379603,324.2353036074013,6.71649603119806,11.998850832486385,23.64822673752488,0,-0.25269145,-0.785779,0.8994016,1.0601822,-0.37292764,-0.6849501,-0.48083603,0.6278394,0.6013669,-0.23568004,1.818271,0.79758304,-0.20455003,-1.3538532,0.28427878,-0.47047493,0.3154653,0.43896544,-0.4251578,-0.056216504,1.4011917,-2.1163173,0.46366355,1.8045108,0.11228561,-1.5678166,-1.0897754,-0.9800398,1.0571371,1.2191467,0.16933393,-1.993556
Zone-M015,Balaghat-Bharweli Sector (MP),21.83636499344142,80.16130466752655,0.0752787586257844,0.0717466791410127,0.1191616724126221,0.3134295668826132,0.3140880580061068,0.3066321479263404,0.4490785474711376,1.5829178332647778,1.0243121467140182,0.9783096491708196,32.23767006917481,16.36838301547026,1081.266083900101,406.6271982098808,10.774497286128549,14.46242794048456,22.875414459306054,0,-0.19055246,-0.5681059,0.9435858,1.1830488,-0.35534912,-0.5566136,-0.65469575,0.64033735,0.5619871,-0.2223729,1.8789995,0.70052785,-0.22922035,-1.294844,0.25731704,-0.49850324,0.12645707,0.42471927,-0.3174809,-0.23135513,1.3401059,-2.2628045,0.3461567,1.830511,0.31837234,-1.6085724,-0.8650811,-1.0345731,0.9818984,1.0966959,0.29550093,-2.036096
Zone-M016,Balaghat-Bharweli Sector (MP),21.836680901970688,80.15659174362432,0.0862624158707832,0.0604537724986885,0.1053576776746732,0.3861123673934681,0.2471058148810078,0.3245992414149286,0.5712537748380863,1.221348315634658,0.7612619565650246,0.8406837701740235,39.527070609539805,24.26691660816239,1042.7002944197395,344.8917059527989,7.835103111591452,14.904544727514535,23.682878896541155,0,0.00035357242,-0.60624224,0.6800789,1.1453779,-0.3789841,-0.52886194,-0.61835814,0.64891666,0.6976098,-0.19010405,1.7045968,0.60703397,-0.20987692,-1.4363819,0.28062287,-0.34035835,0.20986207,0.56952006,-0.3273967,-0.24757071,1.6408042,-2.3261244,0.35432875,1.848507,0.40045694,-1.575829,-0.79581547,-1.100279,0.85667115,0.95745265,0.12808332,-2.048094
Zone-M017,Balaghat-Bharweli Sector (MP),21.86084844859191,80.24411584171952,0.0490287672563666,0.0988484828492761,0.114079305750277,0.1431933988842564,0.3702638613593731,0.1652915386976006,0.1131638897000256,2.326735616626112,2.240051875764117,1.1543156714614606,34.561963622700816,19.15409159368949,1105.9697235281049,431.0213891366232,16.818139120395646,5.53518972274449,26.148887225285407,1,-0.47888312,-0.6649133,1.3738319,1.1259371,-0.27829522,-0.27265227,-0.5995535,0.6608279,0.09274214,-0.5430403,2.358413,0.8592439,-0.3257232,-0.8875183,-0.013496216,-0.6256417,-0.14140989,0.2019673,-0.24329932,-0.3918831,0.75555164,-1.990828,0.21922012,1.7977693,0.06291781,-1.5760461,-0.9381367,-0.9634187,1.3415594,1.3195348,0.533272,-1.7680486
Zone-M018,Balaghat-Bharweli Sector (MP),21.904951286326448,80.35263833269546,0.0683972615276314,0.1138818329369992,0.1679567434067813,0.2640823117863859,0.2809914494443528,0.2189866060390598,0.2224922602063513,2.455570355964827,1.2831385964109476,0.8292330346727691,34.88448269975889,20.393988853943924,1159.3204517797426,354.7765122900679,22.525156526826947,8.635361938387375,25.1721931464806,0,-0.21136048,-0.6340899,0.96218914,1.2711463,-0.38723084,-0.17254736,-0.566127,0.6834745,0.2564346,-0.42247403,2.1955516,0.7757544,-0.38605615,-0.99207133,0.009596476,-0.4494702,-0.12894587,0.43614116,-0.19706172,-0.4890703,1.3140274,-2.303443,0.16486439,1.7735227,0.31591988,-1.5890981,-0.85227233,-1.0204138,1.0741327,1.0540371,0.3957874,-1.8808471
Zone-M019,Balaghat-Bharweli Sector (MP),21.886389003728425,80.39681903232874,0.085774414879402,0.0746089377945779,0.0639433187929003,0.3265848979471801,0.1888067263664834,0.1364046168553541,0.6725273498015457,0.745473733735977,1.3841565378256817,0.417668422650066,31.78967144465285,21.138513449247128,1119.2569150745746,415.79068287727193,6.415479697791064,13.60605375905363,21.656721757581572,0,0.24321453,-0.8392718,0.53157413,1.0233667,-0.3621313,0.099221475,-0.4954993,0.67446727,0.37027428,-0.63564754,2.007442,0.58992743,-0.24987307,-1.2364937,-0.10357203,-0.13232689,-0.039421972,0.702615,-0.19779615,-0.6914735,1.7127075,-2.2851603,0.16281962,1.9649115,0.31902474,-1.4694219,-0.6700139,-1.2158077,1.1665016,0.83123106,0.021932397,-1.7973212
Zone-M020,Balaghat-Bharweli Sector (MP),21.85824582803961,80.18760422277589,0.0416972989292899,0.1156220726877784,0.138373397895134,0.328879217982264,0.3609778286029831,0.1740162406894808,0.4077139557912304,3.318442273383412,2.0743796831436816,0.5291173843081839,35.47361507916581,19.86337480322504,1144.558485814899,434.982895342862,3.963430178777691,10.751215417155407,27.900818859044332,1,0.027104717,-0.4419022,0.845129,1.1851692,-0.39876437,-0.20336923,-0.7253705,0.64251965,0.32682905,-0.59042454,2.2470453,0.7826699,-0.26128668,-1.1026934,-0.0077726524,-0.54613006,-0.25986063,0.33470613,-0.18293178,-0.5236807,1.2166891,-2.1862733,0.07469035,1.8260608,0.44629803,-1.4344068,-0.7185517,-1.1831726,1.2983369,1.0602385,0.36202407,-1.9089192
Zone-M021,Balaghat-Bharweli Sector (MP),21.92237057894448,80.29853267883804,0.074871013362342,0.0636160434173736,0.1873561147961504,0.2959954203166501,0.278489868721642,0.2069493796070756,0.2247620476328865,2.5023517651307605,1.3456842613692912,0.6991617648135271,41.92421176728571,23.62855728516228,1265.0726158812338,436.4253699481741,13.88618373586245,3.604048427148811,25.62789581945343,1,-0.101997204,-0.4552567,0.87821436,1.366509,-0.29324803,-0.026857985,-0.7076574,0.7672509,0.34445998,-0.45732358,2.0886648,0.59605104,-0.36973423,-1.1412812,0.052220136,-0.37891957,-0.2276443,0.4469218,-0.18354109,-0.6696504,1.386648,-2.2966928,0.17265412,1.8328738,0.4790821,-1.6436585,-0.5671285,-1.1303395,0.9163199,0.87755245,0.37745187,-1.931943
Zone-M022,Balaghat-Bharweli Sector (MP),21.82789877213041,80.24522271415776,0.0548674503686275,0.1160661616083308,0.1305489524738598,0.1819757073890577,0.2873972868939448,0.2372784005579702,0.1645521040984446,2.379308174311126,1.21121886779097,1.3038943497899438,39.31913449299842,19.772082931297437,1092.569691075395,403.30398253466416,13.592925163233367,8.65890631910209,25.286681623437754,0,-0.49376494,-0.8095869,1.2088808,1.1467081,-0.37226665,-0.41708657,-0.4239426,0.6452881,0.19741727,-0.34676334,2.1882987,0.9172823,-0.36196038,-0.92655635,0.054590333,-0.5260701,0.06749848,0.36091343,-0.30227005,-0.23321733,1.0878448,-2.1489708,0.29094344,1.714785,0.032286566,-1.6166348,-1.1298497,-0.86983925,1.174015,1.3007404,0.42237115,-1.8310839
Zone-M023,Balaghat-Bharweli Sector (MP),21.85842892970705,80.39247859945365,0.0862198097688265,0.081097361234378,0.1643347975341529,0.2338000184723828,0.3302207465620631,0.1793954649187245,0.1744761916548837,1.9059760395983767,1.8407316259641424,0.7672997581056954,40.32722352893916,16.393382815416036,1142.2678907715735,378.64699098017104,13.99604267062752,13.832477436189352,24.27302723612617,0,-0.21991296,-0.5140977,1.0938085,1.3092703,-0.28592676,-0.02352914,-0.72023964,0.71572983,0.21386749,-0.48434323,2.2213979,0.6327367,-0.36510396,-1.007491,0.0016142998,-0.46337655,-0.24882254,0.3750113,-0.150854,-0.6438266,1.128085,-2.2643042,0.16431895,1.8508328,0.36989644,-1.6388515,-0.63475424,-1.0654738,1.0629963,0.9827437,0.48064715,-1.8720484
Zone-M024,Balaghat-Bharweli Sector (MP),21.87327236865874,80.36052973078394,0.0885529122582683,0.066085249706953,0.0723916550877602,0.239462464714007,0.259751492876799,0.1521731025592431,0.5357321365525327,0.817486808224003,1.7069362559616523,0.6354752393689141,39.15896198007258,18.761551739491324,1079.2629309920692,368.59351880301455,11.099860493132086,9.946554557342308,22.39057711657588,0,-0.057139438,-0.8388545,0.91788197,1.0879854,-0.32074863,-0.0022705025,-0.5698302,0.6629638,0.30321667,-0.5660195,2.1025524,0.60516965,-0.27178973,-1.153626,-0.02183795,-0.3001601,-0.023740815,0.5543535,-0.22044832,-0.58085984,1.365332,-2.2373314,0.2522388,1.9776133,0.19430865,-1.5796914,-0.76403105,-1.1179733,1.1946647,0.9967599,0.23438859,-1.8230768
Zone-M025,Balaghat-Bharweli Sector (MP),21.89121399684341,80.3595821761778,0.0872133244556716,0.0891523055511795,0.1135768549377478,0.345049586099737,0.1980338805929247,0.1683653013119657,0.5047075478919508,1.302272942508147,1.176208534901458,0.4879438206874968,33.53792278731091,20.9638198832829,1052.291222409042,451.0981005203972,12.397570693040045,9.439137680992804,21.896949100406868,0,0.18186352,-0.71735,0.56788266,1.148256,-0.3783652,0.06337342,-0.5324481,0.69438446,0.36448413,-0.54038274,2.0233817,0.6019992,-0.304331,-1.1939034,-0.0627966,-0.19088969,-0.09760654,0.6671749,-0.18778078,-0.6856844,1.7072703,-2.3527582,0.12386962,1.8992856,0.4052264,-1.5095497,-0.64796495,-1.1853237,1.0539834,0.80871594,0.114248835,-1.8382647
Zone-M026,Balaghat-Bharweli Sector (MP),21.957035192278603,80.26717328994874,0.0637107108328731,0.0754065940632304,0.1023686934781282,0.2089002310238085,0.2835045137575524,0.1751530296316047,0.3422480913186245,1.6067484633501528,1.6186011498213164,0.8384490066104138,36.74234463263776,24.541725489957937,1073.2073877265784,368.64612672390615,15.737658970487225,6.390236883549022,24.311419693583616,0,-0.2487935,-0.7837467,1.0748776,1.1483141,-0.3263723,-0.14444643,-0.55455947,0.6831221,0.26123986,-0.5270149,2.1830711,0.72659725,-0.3163461,-1.0706985,0.016871732,-0.43495035,-0.04739816,0.42150062,-0.2489862,-0.4700132,1.205169,-2.1571848,0.26903746,1.8836242,0.14405422,-1.6007938,-0.88843125,-1.0383861,1.2029617,1.1295383,0.34860885,-1.8404651
Zone-M027,Balaghat-Bharweli Sector (MP),21.839934756431678,80.25370487558442,0.0831021325494656,0.0770923741177153,0.1525722064335589,0.1950781508710429,0.4115869745910471,0.3540043160549272,0.1222660103128593,1.835938089851704,1.162657609715628,1.814670170924323,35.043855070943174,22.19418871122747,1081.6993142782649,354.0446872571752,18.976706486078484,7.073858358787929,25.040688823962423,0,-0.6214202,-0.45639914,1.4260619,1.2326162,-0.2645823,-0.7802761,-0.695105,0.62473416,0.39895123,-0.031133598,1.9389223,0.7694,-0.25342125,-1.0824189,0.3226118,-0.71414036,0.11444321,0.17706344,-0.3221448,-0.10545881,0.8231708,-2.137475,0.41955823,1.7246377,0.18117549,-1.7222741,-0.9260048,-0.8219714,0.95404834,1.2709389,0.5588492,-2.0029569
Zone-M028,Balaghat-Bharweli Sector (MP),21.902846887682724,80.21835176798268,0.0822274699267535,0.0784373978955771,0.1819191651408757,0.3714251482712573,0.3455518817510256,0.3102020248571857,0.3424732776027634,2.2123622791829094,1.1139539400368974,0.8351647462112471,42.57513097903093,16.200210366393964,1148.75806380377,423.3982970316383,4.142874963302874,6.295889236336075,23.693283575036084,0,-0.08218544,-0.32544136,0.86069506,1.3067617,-0.35062322,-0.42676923,-0.79306334,0.6788704,0.5442776,-0.24398538,1.9305943,0.6361935,-0.2686054,-1.259372,0.22310515,-0.4958963,-0.079085454,0.39495692,-0.2341869,-0.4051807,1.3507371,-2.3349113,0.22481397,1.7994798,0.5520686,-1.6031871,-0.63774294,-1.1157221,0.890017,0.95911044,0.3726118,-2.0683353
Zone-M029,Balaghat-Bharweli Sector (MP),21.918482913772408,80.16409387416273,0.0559550236621627,0.1081815538699598,0.0911363652781805,0.1614582949723313,0.3302763210120841,0.3361600274960675,0.2783972203814153,1.6287141100021822,0.982494382148293,2.0820109957353274,32.844684410252974,30.64895382578424,1307.9260629360606,357.1971687590595,11.18874747758775,12.480362806256526,25.57025619860747,1,-0.6919526,-0.793276,1.3622289,1.0057414,-0.3313157,-0.9161978,-0.37933874,0.56156254,0.33012182,-0.057451323,1.9350499,0.9726575,-0.21410377,-1.0285531,0.2613238,-0.6575764,0.36181486,0.25906143,-0.4494189,0.12842694,0.8811985,-2.017481,0.47701302,1.6386586,-0.12804735,-1.6367295,-1.2869047,-0.72495276,1.136994,1.4773846,0.40017536,-1.8761137
Zone-M030,Balaghat-Bharweli Sector (MP),21.809290082544,80.36618059406376,0.0814457737075338,0.0923496766005152,0.1327535249019176,0.4022060953800436,0.317013532816196,0.2161726807633248,0.503686739289531,1.6299420941905016,1.4664760839376856,0.5374661045177841,39.99148741204344,21.97966936993497,1062.7165250979328,349.55348321919354,13.932589468886873,14.276425366630445,23.062029632616124,0,0.16977029,-0.4105044,0.6715028,1.2013534,-0.37808603,-0.2030511,-0.7608126,0.6624435,0.48077098,-0.45972705,2.0051913,0.6064274,-0.23157409,-1.2632102,0.069339015,-0.39715084,-0.16584396,0.50105935,-0.18484412,-0.5640543,1.4808913,-2.3282144,0.10132119,1.8782394,0.5667902,-1.4836535,-0.57276076,-1.2359766,1.0750079,0.892402,0.24881774,-1.9718642
Zone-M031,Balaghat-Bharweli Sector (MP),21.921508970380287,80.35322525228253,0.0418503817357746,0.0786784619493602,0.0900767564391455,0.3131794847888563,0.2323402256318187,0.1941558962698179,0.5532516357804679,2.1523006577856374,1.1966622360348087,0.6199488975205982,40.58821989222663,25.27296126843864,1086.669975550763,335.05604129811127,8.873000823792252,9.005258293474334,23.323047764669816,0,0.02656325,-0.7642099,0.6887207,1.0887386,-0.40250462,-0.24189037,-0.50798327,0.6753464,0.45561063,-0.5409398,2.0426655,0.7599368,-0.26525158,-1.2568825,0.044318244,-0.34848633,0.017479133,0.5274278,-0.29014006,-0.4210564,1.5553584,-2.180283,0.23842329,1.8689749,0.26469138,-1.4794631,-0.89277023,-1.1468947,1.1939491,1.0569501,0.13163197,-1.8980298
Zone-M032,Balaghat-Bharweli Sector (MP),21.83410482473746,80.39992941832153,0.0698134939241026,0.0966200269986551,0.1215690246249758,0.36382031727243,0.264982181987722,0.2925133573057988,0.4990855230050238,1.7413149876462195,0.9058775248789096,0.8040027986781335,43.1542864357742,20.454872603481206,1114.9501589511,367.2514940570484,21.4064638886044,15.677952817039982,22.966080562821503,0,-0.03293357,-0.61992466,0.7323307,1.1518908,-0.42667517,-0.47629836,-0.5896672,0.6311028,0.57129997,-0.27178153,1.8957993,0.7283255,-0.24846484,-1.2962152,0.18762878,-0.41145554,0.1103616,0.51970714,-0.29536012,-0.275607,1.5449067,-2.3162518,0.27025318,1.8081571,0.37304613,-1.5341973,-0.8804729,-1.0845242,1.0069113,1.0334864,0.19932516,-2.004703
Zone-M033,Balaghat-Bharweli Sector (MP),21.81301031859706,80.39915920926848,0.0515004418643851,0.1029690404533916,0.1093962395962849,0.2373267894261776,0.3394434857446992,0.1868304608780747,0.3689693794530884,2.124139356803831,1.8168432883272176,0.7872253870050459,35.235190210642195,23.297070372765,1151.6639078967798,382.54596528653786,9.492043883701754,16.82765634805868,25.04363640267817,0,-0.21888025,-0.6476032,1.0714734,1.1315948,-0.36296245,-0.28626662,-0.6175935,0.63763463,0.2681929,-0.5255823,2.2358022,0.81832904,-0.28205028,-1.0531015,0.02871957,-0.5508436,-0.09666593,0.34180796,-0.24304064,-0.39671624,1.0942376,-2.1334221,0.19574526,1.8399706,0.21139069,-1.5182639,-0.9001593,-1.0631821,1.2999661,1.2039698,0.38748106,-1.8699802
